Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Best Service,Brass Super Section,Partition C -> TRP SWL10 44,TRP  SWL 100,,"Mt. Red: a Symbol of Thrill ...for Red Mountain, Calm After the Storm ...Egg Carrier -the ocean-, etc.",
Best Service,Brass Super Section,Partition C -> TRP SWL14 44,TRP  SWL 140,,"The Dreamy Stage ...for Casinopolis, Jingle: Round Clear",
Best Service,Brass Super Section,Partition D -> TRP SHAKE 44,TRP  SHAKE,,Blue Star ...for Casinopolis,
Best Service,Brass Super Section,Partition E -> TRPHARMUTE44,TRP HARMUTE,,The Dreamy Stage ...for Casinopolis,
Best Service,Brass Super Section,Partition G -> BARITONSAX,BARITONSAX,,"Fun Time Was Over ...for Chao Race, Mt. Red: a Symbol of Thrill ...for Red Mountain, Calm After the Storm ...Egg Carrier -the ocean-, etc.",
Best Service,Brass Super Section,Partition G -> TENOR SAX,SAXOVERBLOWN,,"Fun Time Was Over ...for Chao Race, Mt. Red: a Symbol of Thrill ...for Red Mountain, Calm After the Storm ...Egg Carrier -the ocean-, etc.",
Best Service,Sound Cube,CD 3 -> ROBOTS,NOCHMAL,,Letz Get This Party Started ...for CHAO Race Entrance,
Best Service,Sound Cube,CD 7 -> SCIFI_ST,SFM_01,,"Introduction ...featuring ""Open Your Heart""",
Best Service,Sound Cube,CD 8 -> CYBER -> ATMOS,ATOM,,Red Barrage Area ...for Hot Shelter,
Best Service,Sound Cube,CD 8 -> CYBER -> SHORTS,NOISE_3,,Red Barrage Area ...for Hot Shelter,
Best Service,Sound Cube,CD 9 -> AFRICA,VOC_01,,"Theme of ""TIKAL""",
Best Service,Sound Cube,CD 9 -> AFRICA,VOC_02,,"Theme of ""TIKAL""",
Best Service,Sound Cube,CD 10 -> 160_BPM,160B_2,,Danger is Imminent,
Best Service,Sound Cube,CD 10 -> FX,EE1_3,,"Theme of ""E-102γ""",
Clavia,Nord Lead 2,Program ,11 Soft saw lead,"Set to mono, modwheel at 50%","and...Fish Hits!, Sand Hill",
Clavia,Nord Lead 2,Program ,24 S/H techno,Enable arpeggiator,"Bad Taste Aquarium ...for Hot Shelter, Crazy Robo ...Boss: E-101R, Egg Carrier - A Song That Keeps Us on the Move",
Clavia,Nord Lead 2,Program ,32 Didjeridu,,Crazy Robo ...Boss: E-101R,
Clavia,Nord Lead 2,Program ,44 Gimme 5,,Mechanical Resonance ...for Final Egg,
Clavia,Nord Lead 2,Program ,47 Sync sweep,,"Run Through the Speed Highway ...for Speed Highway, Goin' Down!? ...for Speed Highway",
Clavia,Nord Lead 2,Program ,45 Flute choir,,"Theme of ""TIKAL""",
Clavia,Nord Lead 2,Program ,54 FM lead,,"Letz Get This Party Started ...for CHAO Race Entrance, Join Us 4 Happy Time ...for CHAO Race",
Clavia,Nord Lead 2,Program ,90 Voice,,Egg Carrier - A Song That Keeps Us on the Move,
e-LAB,Vinylistics 1,Track 87 - VARIOUS D (1-8) -> TS 2:16,RIVER DRUMS -100,,Leading Lights ...for Lost World,
e-LAB,Vinylistics 2,Track 98 - FILLS & BREAKS -> Sample 7,FILL 7,,Egg Carrier - A Song That Keeps Us on the Move,
E-MU Systems,Proteus MPS Plus Orchestral,Bank 0,012 Inxs Strings,,Tornado Scramble ...for Sky Chase,
E-MU Systems,Proteus MPS Plus Orchestral,Bank 0,013 Acoustic Gtr,,Tornado Scramble ...for Sky Chase,
E-MU Systems,Proteus MPS Plus Orchestral,Bank 0,024 Solo Trumpet,,"Event: Fanfare for ""Dr.EGGMAN""",
E-MU Systems,Proteus MPS Plus Orchestral,Bank 3,303 Quartet,,"Event: Fanfare for ""Dr.EGGMAN""",
E-MU Systems,Proteus MPS Plus Orchestral,Bank 4,371 Timpani,,"Event: Fanfare for ""Dr.EGGMAN""",
Freeze Records,Trey Max - Top Secret CD Beats Vol. 3,Track 11 -> TS 0:00,99 BPM,"Drum Break / ""Weep, ahh!""",Red Hot Skull ...For Red Mountain,
GEM,S2,Single,81-4 Pulse_10,,Crank the Heat Up!! ...for Final Egg,
GEM,S2,Single,82-10 Synt_Res1,,Twinkle Circuit,
GEM,S2,Single,85-2 Jump_01,,Twinkle Circuit,
GEM,S2,Single,86-1 FilterRes1,,Crank the Heat Up!! ...for Final Egg,
Great Attractor Studio,Drumbase 5000,Partition E -> BREAKBEATS#4,BREAKBEATS 4,HYPER BEAT,"Theme of ""E-102γ""",
KORG,01R/W,PROG -> Bank A,A01 16' Piano,"To confirm, from G-Boy's sheet","Tricky Maze ...for Lost World, Sweet Punch ...for Hedgehog Hammer, Egg Carrier - A Song That Keeps Us on the Move, Event: Good-bye!, Join Us 4 Happy Time ...for CHAO Race",
KORG,01R/W,PROG -> Bank A,A04 RosewoodGt,,Event: Sadness,
KORG,01R/W,PROG -> Bank A,A05 VS Bells 1,,"Azure Blue World ...for Emerald Coast, Hey You! It's Time to Speed Up!!!",
KORG,01R/W,PROG -> Bank A,A08 Residrops,,Goin' Down!? ...for Speed Highway,
KORG,01R/W,PROG -> Bank A,A29 Dance Kit,,"Join Us 4 Happy Time ...for CHAO Race, Hey You! It's Time to Speed Up!!!",
KORG,01R/W,PROG -> Bank A,A30 Fresh Air,,"Azure Blue World ...for Emerald Coast, Windy and Ripply ...for Emerald Coast, Hey You! It's Time to Speed Up!!!, Pleasure Castle ...for Twinkle Park, Windy Hill ...for Windy Valley",
KORG,01R/W,PROG -> Bank A,A38 Raw Deal,,"Welcome to Station Square, Twinkle Cart ...for Twinkle Park",
KORG,01R/W,PROG -> Bank A,A53 Tenor Sax,,Crazy Robo ...Boss: E-101R,
KORG,01R/W,PROG -> Bank A,A79 Crickets,,Limestone Cave ...For Icecap,
KORG,01R/W,PROG -> Bank A,A83 Flute,,Welcome to Station Square,
KORG,01R/W,PROG -> Bank A,A85 Bell Rise,,Tornado (Windy Valley),
KORG,01R/W,PROG -> Bank A,A86 Deep Bass,,"Theme of ""E-102γ""",
KORG,01R/W,PROG -> Bank A,A88 NuclearSun,,General Offensive ...for Sky Deck,
KORG,01R/W,PROG -> Bank A,A92 JSDogfight,,ZERO The Chase-master ...Boss: Eggman Robot -ZERO-,
KORG,01R/W,PROG -> Bank B,B22 Brass 1,,"The Air ...for Windy Valley, Dilapidated Way ...for Casinopolis",
KORG,01R/W,PROG -> Bank B,B54 Hackbrett,,Pleasure Castle ...for Twinkle Park,
KORG,01R/W,PROG -> Bank B,B65 Vibraphone,,Welcome to Station Square,
KORG,01R/W,PROG -> Bank B,B68 WS Analog,,"Pleasure Castle ...for Twinkle Park, At Dawn ...for Speed Highway, Hey You! It's Time to Speed Up!!!",
KORG,01R/W,PROG -> Bank B,B77 Marcato,,Join Us 4 Happy Time ...for CHAO Race,
KORG,01R/W,PROG -> Bank B,B90 Expecting,,Fakery Way ...for Twinkle Park,
KORG,01R/W,PROG -> Bank B,B98 MonoLead 2,,"Twinkle Cart ...for Twinkle Park, Pleasure Castle ...for Twinkle Park",
KORG,01R/W,PROG -> Bank B,B99 Steam,,Crank the Heat Up!! ...for Final Egg,
KORG,TRINITY plus,Combinations -> Bank A,A070 Brassband w/Mute,,"Azure Blue World ...for Emerald Coast, Theme of ""Dr. Eggman""",
KORG,TRINITY plus,Combinations -> Bank A,A084 GuitarraEspanola,,Snowy Mountain ...for Icecap,
KORG,TRINITY plus,Programs -> Bank A,A000 Tsunami Warning,,Fight for My Own Way ...Boss: Event,
KORG,TRINITY plus,Programs -> Bank A,A001 Acoustic Piano,,"The Air ...for Windy Valley, The Dreamy Stage ...for Casinopolis, Blue Star ...for Casinopolis, Mt. Red: a Symbol of Thrill ...for Red Mountain, Event: Unbound, General Offensive ...for Sky Deck",
KORG,TRINITY plus,Programs -> Bank A,A011 *Tingly* E.Piano,,"Windy Hill ...for Windy Valley, Welcome to Station Square",
KORG,TRINITY plus,Programs -> Bank A,A021 Tubular Vibes,,Windy Hill ...for Windy Valley,
KORG,TRINITY plus,Programs -> Bank A,A023 Solo String(SW1),,"Militant Missionary ...Boss: Egg Walker & Egg Viper, BIG fishes at Emerald Coast...",
KORG,TRINITY plus,Programs -> Bank A,A032 Frozen Crystals,,Snowy Mountain ...for Icecap,
KORG,TRINITY plus,Programs -> Bank A,A033 [| 90's Piano |],,"At Dawn... for Speed Highway, Red Hot Skull ...For Red Mountain, Pleasure Castle ...for Twinkle Park",
KORG,TRINITY plus,Programs -> Bank A,A040 !{Mega-Mix}! Kit,,"Run Through the Speed Highway ...for Speed Highway, At Dawn... for Speed Highway, Twinkle Cart ...for Twinkle Park",
KORG,TRINITY plus,Programs -> Bank A,A046 Electric Lead,,Twinkle Cart ...for Twinkle Park,
KORG,TRINITY plus,Programs -> Bank A,A049 Electric Grand ,,Pleasure Castle ...for Twinkle Park,
KORG,TRINITY plus,Programs -> Bank A,A057 SynthOrchestra,,Hey You! It's Time to Speed Up!!!,
KORG,TRINITY plus,Programs -> Bank A,A076 French Horn Ens.,,"Theme of ""CHAO""",
KORG,TRINITY plus,Programs -> Bank A,A086 30303 Mega Bass,,Twinkle Cart ...for Twinkle Park,
KORG,TRINITY plus,Programs -> Bank B,B006 EnsembleBell,,"Pleasure Castle ...for Twinkle Park, The Air... for Windy Valley",
KORG,TRINITY plus,Programs -> Bank B,B008 Processed Kit,,"Egg Mobile ...Boss: Egg Hornet, ZERO The Chase-master ...Boss: Eggman Robot -ZERO-",
KORG,TRINITY plus,Programs -> Bank B,B017 Pro-Stage E.P.,,Mechanical Resonance ...for Final Egg,
KORG,TRINITY plus,Programs -> Bank B,B019 BreathyLayerPad,,Windy and Ripply ...for Emerald Coast,
KORG,TRINITY plus,Programs -> Bank B,B021 TubularBell,,Pleasure Castle ...for Twinkle Park,
KORG,TRINITY plus,Programs -> Bank B,B037 Pluck Bell,,The Air... for Windy Valley,
KORG,TRINITY plus,Programs -> Bank B,B040 Psycho Kit,,"Boss: CHAOS ver.0, 2, 4",
KORG,TRINITY plus,Programs -> Bank B,B057 Analog Pad,,Twinkle Cart ...for Twinkle Park,
KORG,TRINITY plus,Programs -> Bank B,B059 Brite FM Roads,,Windy and Ripply ...for Emerald Coast,
KORG,TRINITY plus,Programs -> Bank B,B075 Tango / SW 1&2,,"Theme of ""CHAO""",
KORG,TRINITY plus,Programs -> Bank B,B078 Phat Synth Bass,,Twinkle Circuit,
KORG,TRINITY plus,Programs -> Bank B,B096 ({Scanners}),,Boss: CHAOS ver.6,
KORG,TRINITY plus,Programs -> Bank B,B104 Toms & Cymbals,,The Dreamy Stage ...for Casinopolis,
KORG,TRINITY plus,Programs -> Bank B,B107 Pedal Steel,,BIG fishes at Emerald Coast...,
KORG,TRINITY plus,Programs -> Bank B,B110 StadiumSW1=Shore,,Run Through the Speed Highway ...for Speed Highway,
KORG,TRINITY plus,Programs -> Bank B,B114 Harmonica,,"Windy Hill ...for Windy Valley, Theme of ""CHAO""",
KORG,TRINITY plus,Programs -> Bank S,S003 Like Mini,,At Dawn... for Speed Highway,
KORG,TRINITY plus,Programs -> Bank S,S008 Trancey Arpegg!,,"Egg Mobile ...Boss: Egg Hornet, Boss: CHAOS ver.6, Heartless Colleague ...Boss: E-Series Targets",
KORG,TRINITY plus,Programs -> Bank S,S016 Anafuzz,,"Boss: CHAOS ver.0, 2, 4, Tornado ...for Windy Valley",
KORG,TRINITY plus,Programs -> Bank S,S018 Dr.Mougue's Bass,,Boss: CHAOS ver.6,
KORG,TRINITY plus,Programs -> Bank S,S024 4 on the Floor,"Disable fingered, increase time",ZERO The Chase-master ...Boss: Eggman Robot -ZERO-,
KORG,TRINITY plus,Programs -> Bank S,S027 Rib Bone Lead,,Bad Taste Aquarium ...for Hot Shelter,
KORG,TRINITY plus,Programs -> Bank S,S040 AhYahYah,,Heartless Colleague ...Boss: E-Series Targets,
KORG,TRINITY plus,Programs -> Bank S,S043 PhaseWindMotion,,Bad Taste Aquarium ...for Hot Shelter,
KORG,WAVESTATION A/D,PERFORMANCES -> RAM2,30 Echo Hunters,,Will You Continue?,
KORG,WAVESTATION A/D,PERFORMANCES -> RAM2,40 Saturn Rings,,Title Card: Station Square (Unused),
KORG,WAVESTATION A/D,PERFORMANCES -> RAM2,46 20Sec. Invasion,,Jingle: Egg Carrier Transformation,
KORG,WAVESTATION A/D,PERFORMANCES -> RAM3,07 Drum Kit,,Tornado Scramble ...for Sky Chase,
Masterbits,RAPsody,Track 25 - On a mission -> TS 0:17,So Listen closely ...,,Goin' Down!? ...for Speed Highway,
Masterbits,RAPsody,Track 27 - Heey Hoo AD -> TS 1:26,Up and down and all ...,,Run Through the Speed Highway ...for Speed Highway,
Masterbits,RAPsody,Track 32 - Male AdLib 1 -> TS 0:54,Get mickey !,,Goin' Down!? ...for Speed Highway,
Masterbits,RAPsody,Track 36 - Shouts ! -> TS 0:04,Don't zap !,,Goin' Down!? ...for Speed Highway,
Masterbits,RAPsody,Track 37 - Countdown & Space -> TS 0:00,E.T. Countdown,,"Introduction ...featuring ""Open Your Heart""",
Masterbits,RAPsody,Track 39 - Nostalgic Vocals -> TS 0:06,Obst schmeckt gut ...,,"Introduction ...featuring ""Open Your Heart""",
Masterbits,RAPsody,Track 39 - Nostalgic Vocals -> TS 0:21,Kaiser,,"Introduction ...featuring ""Open Your Heart""",
Masterbits,RAPsody,Track 39 - Nostalgic Vocals -> TS 0:58,Nur Die - Phrase,,Join Us 4 Happy Time ...for CHAO Race,
Miroslav Vitous ,Woodwind & Brass Ensembles,Partition D -> VOLUME 001,TRS LN ST,,Event: Unbound,
Miroslav Vitous ,Woodwind & Brass Ensembles,Partition D -> VOLUME 005,TRS PT 0.3ST,,"Event: Unbound, Leading Lights ...for Lost World",
Polestar Magnetics,The X-Static Goldmine,CD 1 -> Track 87 - OFF D RECORD 18 -> TS 0:00,Snap,,"Letz Get This Party Started ...for CHAO Race Entrance, Join Us 4 Happy Time ...for CHAO Race",
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 03 - SCREAMERS -> TS 0:18,Reversed',"""Bup-bup-da-da-bup-bup...""",Join Us 4 Happy Time ...for CHAO Race,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 03 - SCREAMERS -> TS 0:45,Partytime,,Run Through the Speed Highway ...for Speed Highway,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 06 - KICK OFF! -> TS 0:30,...All Delights,"""With the biggest request..""",Letz Get This Party Started ...for CHAO Race Entrance,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 06 - KICK OFF! -> TS 0:50,1 2 3 4,,"Letz Get This Party Started ...for CHAO Race Entrance, Join Us 4 Happy Time ...for CHAO Race",
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 18 - HITS & CHORDS -> TS 0:02,Hit 1,,Tornado Scramble ...for Sky Chase,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 25 - KRAFTWERK 1 -> TS 0:09,Zap 3,Raised 4 semitones,"Theme of ""E-102γ""",
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 50 - RABOTNICK 2 -> TS 0:34,Search 4 Pleasure,Raised 4 semitones,"Theme of ""E-102γ""",
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 52 - ROBOT 4 -> TS 0:20,Terminate Android,Lowered 2 semitones,"Theme of ""E-102γ""",
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 54 - ROBOT 6 -> TS 0:00,Hip Hop,,Letz Get This Party Started ...for CHAO Race Entrance,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 54 - ROBOT 6 -> TS 0:01,House,,Letz Get This Party Started ...for CHAO Race Entrance,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 54 - ROBOT 6 -> TS 0:02,Techno,,Letz Get This Party Started ...for CHAO Race Entrance,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 63 - PSYCHOS -> TS 0:03,...The Sounds,"""Laying the wax & spinning the sounds""","Letz Get This Party Started ...for CHAO Race Entrance, Join Us 4 Happy Time ...for CHAO Race",
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 63 - PSYCHOS -> TS 0:33,Groovy...,"""You right, dutchess man""",Run Through the Speed Highway ...for Speed Highway,
Roland,SOUND Canvas SC-88 Pro,SC-55 Map,009 000 Celesta,,SFX (Checkpoint),
Roland,SOUND Canvas SC-88 Pro,SC-55 Map,011 000 Music Box,,SFX (Emerald Collected),
Roland,SOUND Canvas SC-88 Pro,SC-55 Map,033 000 Acoustic Bs,,SFX (Carousel),
Roland,SOUND Canvas SC-88 Pro,SC-55 Map,075 000 Recorder,,SFX (Carousel),
Roland,SOUND Canvas SC-88 Pro,SC-55 Map,047 000 Harp,,"Event: Fanfare for ""Dr.EGGMAN""",
Roland,SOUND Canvas SC-88 Pro,SC-55 Map -> Drum Set,001 STANDARD,,SFX (Chao),
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,062 000 Brass 1,,SFX (Bowling Win Jingle),
Roland,SOUND Canvas SC-88 Pro,SC-88 Map -> Drum Set,049 ORCHESTRA,,"Event: Fanfare for ""Dr.EGGMAN"", SFX (Carousel)",
Roland,R-8,Internal,55 OPEN LOW CONGA,,Twinkle Cart ...for Twinkle Park,
Roland,R-8,Internal,55 OPEN HIGH CONGA,,Twinkle Cart ...for Twinkle Park,
Roland,R-8,Internal,57 AGOGO 1,,Twinkle Cart ...for Twinkle Park,
Roland,R-8,Internal,57 AGOGO 2,,Twinkle Cart ...for Twinkle Park,
Sound Ideas,Hanna-Barbera Sound FX Library,HB03-87-5,"RADIO, TUNING","RADIO STATIC, POPS AND WHINES","Introduction ...featuring ""Open Your Heart""",
Sound Ideas,Hollywood Series 4000,4001-27-06,"CARTOON, GONG","LARGE, CHINESE GONG, SOFT MALLET",Perfect CHAOS Revival! ...Boss: Perfect CHAOS,Link
Spectrasonics,Heart of Africa Vol. 1,CD 1 -> Partition B -> 12 FEM.NOISE,BERBER YELLS,,Mystic Ruins,
Spectrasonics,Heart of Africa Vol. 1,CD 2 -> Partition B -> 01 S.MALEDRY,M.BREATHY,,Mystic Ruins,
Spectrasonics,Heart of Africa Vol. 1,CD 2 -> Partition B -> 02 S.MALEAMB,SH.MALECRIES,,Sand Hill,
Spectrasonics,Heart of Africa Vol. 2,Partition H -> 01 MADZI KUZ,KUZIMADRN1,,Danger! Chased by Rock ...for Lost World,
Yamaha,TG77,Internal ROM 1 -> BANK A,A12 AP.Ivory,,Fakery Way ...for Twinkle Park,Link
Yamaha,TG77,Internal ROM 1 -> BANK B,B04 BR|Trmpets,,Theme of Chao,Link
Yamaha,TG77,Internal ROM 1 -> BANK C,C01 ME:St.Mick,,Goin' Down!? ...for Speed Highway,Link
Yamaha,TG77,Internal ROM 1 -> BANK D,D03 ST|Section,,Egg Carrier - A Song That Keeps Us on the Move,Link
Yamaha,TG77,Internal ROM 2 -> BANK A,A10 SL.Gnome,,Join Us 4 Happy Time ...for CHAO Race,Link
Yamaha,TG77,Internal ROM 2 -> BANK A,A15 SL:Eazy,,"Theme of ""E-102γ"", Crazy Robo ...Boss: E-101R",Link
Yamaha,TG77,Internal ROM 2 -> BANK B,B10 PL|Steel,,Mystic Ruins,Link
Yamaha,TG77,Internal ROM 2 -> BANK C,C01 OR.YC45D,,Sweet Punch ...for Hedgehog Hammer,Link
Yamaha,TG77,Internal ROM 2 -> BANK C,C08 PC.Vibes,,"Egg Carrier - A Song That Keeps Us on the Move, Crazy Robo ...Boss: E-101R, Event: Sadness",Link
Yamaha,TG77,Internal ROM 2 -> BANK D,D02 SE.Xpander,,"Introduction ...featuring ""Open Your Heart""",
Yamaha,TG77,Internal ROM 2 -> BANK D,D04 SE*Them!!!,,"Introduction ...featuring ""Open Your Heart"", Goin' Down!? ...for Speed Highway",Link
Yamaha,TG77,Internal ROM 2 -> BANK D,D08 PL*Stairwy,,"Theme of ""TIKAL""",
Yamaha,TG77,Internal ROM 2 -> BANK D,D14 ME*Galaxia,,"Introduction ...featuring ""Open Your Heart""",
Yamaha,TG77,Internal ROM 2 -> BANK D,D18 ST Symflow,,Fakery Way ...for Twinkle Park,Link
Zero-G,Cuckooland Vol. 1 Unhinged,Track 52 - LOOPS -> TS 0:08,Echoing 118.7,,Letz Get This Party Started ...for CHAO Race Entrance,
Zero-G,Cuckooland Vol. 1 Unhinged,Track 87 - MUSICAL SAMPLES -> TS 0:16,Pot City,,"Theme of ""E-102γ"", Crazy Robo ...Boss: E-101R",
Zero-G,Datafile 2,Track 06 - Breakbeat Live -> TS 0:00,1 Bar,,"Theme of ""E-102γ""",
Zero-G,Datafile 2,Track 07 - Breakbeat Live -> TS 0:05,1 Bar,,"Theme of ""E-102γ""",
Zero-G,Datafile 2,Track 09 - Breakbeat Live -> TS 0:29,1 Bar,,Goin' Down!? ...for Speed Highway,
Zero-G,Datafile 2,Track 20 - Vocal Ad-Lib (Female) -> TS 0:00,"""Aa-aa-aar-ah""",,Egg Carrier - A Song That Keeps Us on the Move,
Zero-G,Datafile 3,Track 01 - Breakbeat Live -> TS 0:40,1 Bar,,Crazy Robo ...Boss: E-101R,
Zero-G,Ethnic,Track 27 - AFRICAN -> TS 0:07,"Rhythm 23: Jembe,shaker, talking drum",,Tricky Maze ...for Lost World,
Stuff to Find,,,,,,
Best Service,Ultra Gigapack,CD 1 -> Instr. Basses,Giga Acoustic Bass 01,Probably something else,The Dreamy Stage ...for Casinopolis,
KORG,TRINITY plus,Programs -> Bank B,B056 Timpani ,,Tricky Maze ...for Lost World,
KORG,? (01R/W or TRINITY plus),,,Electric Piano,Leading Lights ...for Lost World,
KORG,(WAVESTATION?),,,Distorted/crunchy bass,BIG fishes at Emerald Coast...,
Roland,TB-303,,,See note,Run Through the Speed Highway ...for Speed Highway,
Sound Ideas,?,,,Electricity SFX,"Introduction ...featuring ""Open Your Heart""",
?,? (Sample Loop Library),,,Drum Loop,Limestone Cave ...for Icecap,
?,?,,,Mellotron Choir,Leading Lights ...for Lost World,
?,?,,,Drum Breaks,General Offensive ...for Sky Deck,
?,?,,,Orchestral Cymbal,Perfect CHAOS Revival! ...Boss: Perfect CHAOS,
?,?,,,Mellotron Strings,General Offensive ...for Sky Deck,
?,? (Sample Loop Library),,,Drum Break,Egg Carrier - A Song That Keeps Us on the Move,
AutoDemo,,"(Dated: October 16, 1998)",,,,
Best Service,Sound Cube,CD 1 -> LOOP_MIX,DRLO_6,,"Theme of ""CHAO""",
Crypton,Drumbase 5000,Partition E -> BREAKBEATS#1,BREAKBEATS 1,FLOATINGLOOP,"Theme of ""CHAO""",
DX,,"(Released: June 17, 2003)",,,,
Zero-G,Fields of Motion,Track 12 -> Sample 4,Sonar,,SFX (Metal Sonic),
Sonic Adventure 2,,"(Released: June 19, 2001)",,"(Music by: Jun Senoue, Tomoya Ohtani, Kenichi Tokoi, Fumie Kumatani)",,
Live Recording: Jun Senoue,Grosh Guitars Electratone,,,Confirmed by Jun Senoue,"Escape from the City ...for City Escape, That's The Way I Like It ...for Metal Harbor",
Stems: Kenichi Tokoi,Leading Lights ...for Lost World,,Timestamp 0:12,Drums,Chao Race Extended Mix [Chao's Doki-Doki Banana Chips Run Mix] ...jewel race (by K. Tokoi),
AKAI,CD-ROM Sound Library Vol. 4,Partition C -> BPM130 SYN#1,130 SYN#1,1S130 35-4,Advertise: SA2...in the groove,
AKAI,CD-ROM Sound Library Vol. 4,Partition C -> BPM130 SYN#1,130 SYN#1,1S130 37-6,Advertise: SA2...in the groove,
AKAI,CD-ROM Sound Library Vol. 4,Partition D -> BPM140 FX#1,140 FX#1,1E140BS213,Unstable World ...for Crazy Gadget,
AKAI,CD-ROM Sound Library Vol. 4,Partition D -> BPM140 FX#1,140 FX#1,1E140BS214,Unstable World ...for Crazy Gadget,
AKAI,CD-ROM Sound Library Vol. 4,Partition D -> BPM140 FX#1,140 FX#1,1E140ES213,Unstable World ...for Crazy Gadget,
AKAI,CD-ROM Sound Library Vol. 4,Partition D -> BPM140 FX#1,140 FX#1,1E140ES214,Unstable World ...for Crazy Gadget,
AKAI,CD-ROM Sound Library Vol. 6,Partition C -> SMLL CHEER 5,WHISTLE 3,,"IT DOESN'T MATTER ...theme of ""SONIC""",
Alesis,DM5,Drumset,01 Pop Rock Music,,This Way Out ...for Prison Lane,
Alesis,DM5,Drumset,02 Heavy Metal,,Way to the Base ...for Sand Ocean,
Alesis,DM5,Drumset,04 Jazz Set,,Advertise: Prof. Omochao,
Alesis,DM5,Drumset,05 Latin Set,,Green Hill Zone,
Alesis,DM5,Drumset,14 Industrial,,"Boss: -GUN- Mobile, Remember Me? -M.F.M. ...for Iron Gate, Trespasser ...for Lost Colony, Crush 'Em All ...for Weapons Bed, Cooperation ...for Cannon's Core ver.2, Deep Inside Of... ...for Cannon's Core ver.3",
Alesis,DM5,Drumset,17 The Metal Shop,,Remember Me? -M.F.M. ...for Iron Gate,
Alesis,DM5,Drumset,19 Kicks & Snares,,"Rumbling HWY ..for Mission Street, On the Edge ...for Eternal Engine",
Alesis,DM5,Drumset,20 Demo Set,,Remember Me? -M.F.M. ...for Iron Gate,
AMG,160dB - The Drum&Bass Interface,Track 06 -> TS 1:02,BREAKS (Mono),,For True Story ...for Sonic vs. Shadow,
Best Service,Advanced Orchestra,CD 5 -> Partition C -> 08 SN HITS,SN FF TO PP,,Event: Strategy,
Best Service,Sound Cube,CD 1 -> HORNS,BS_06,,Advertise: Rhythmic Passage,
Best Service,Sound Cube,CD 1 -> HORNS,BS_07,,Advertise: Rhythmic Passage,
Best Service,Sound Cube,CD 1 -> HORNS,BS_12,,Advertise: Rhythmic Passage,
Best Service,Sound Cube,CD 1 -> LOOP_130,130B_10,,"Soarin' Over the Space ...for Cosmic Wall, Boss: Masters Of The Desert",
Best Service,Sound Cube,CD 1 -> LOOP_130,130B_11,,Soarin' Over the Space ...for Cosmic Wall,
Best Service,Sound Cube,CD 1 -> LOOP_130,130B_12,,Soarin' Over the Space ...for Cosmic Wall,
